,title,meta,id,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence,speechiness,loudness,artist,mood
0,Feel Me,spotify:track:6MVpeuWKtKhQXtiqWZrTfU,6MVpeuWKtKhQXtiqWZrTfU,0.675,0.255,4,0,0.584,0.00306,160.063,0.126,0.0549,-12.093,Lil DeadBoy,sad
1,You Left,spotify:track:2zd9vETUSgFpbyT59Qdv9Y,2zd9vETUSgFpbyT59Qdv9Y,0.655,0.394,0,1,0.121,0,114.897,0.048,0.0398,-10.146,Lil DeadBoy,sad
2,Heartbreak,spotify:track:6mnnaeM6xHvwWwev8PoaBf,6mnnaeM6xHvwWwev8PoaBf,0.444,0.585,4,0,0.744,0,75.261,0.28,0.0638,-8.41,Lil DeadBoy,sad
3,Just,spotify:track:0duBHHbf5uUhb9h72LEH5v,0duBHHbf5uUhb9h72LEH5v,0.501,0.159,0,1,0.838,0.904,139.936,0.57,0.0345,-9.086,Himaniko,sad
4,Ready,spotify:track:6byrTP8gVkPnclsD2IRCo3,6byrTP8gVkPnclsD2IRCo3,0.463,0.137,0,1,0.804,0.935,77.799,0.439,0.0347,-9.979,Sakerizonoli,sad
33,yo q se,spotify:track:5PAh18eBXkV3WV5lPgW5Ww,5PAh18eBXkV3WV5lPgW5Ww,0.651,0.241,0,1,0.817,2.82e-05,80.048,0.443,0.0578,-18.001,Sebastián Cortés,sad
34,Happier,spotify:track:2RttW7RAu5nOAfq6YFvApB,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,1,0.536,0,89.792,0.236,0.0288,-7.355,Ed Sheeran,sad
35,Jealous,spotify:track:4L2K7JKseFCBoHMZEAszW0,4L2K7JKseFCBoHMZEAszW0,0.435,0.155,1,1,0.873,0,128.532,0.0935,0.046,-8.948,Labrinth,sad
36,All I Want,spotify:track:0NlGoUyOJSuSHmngoibVAs,0NlGoUyOJSuSHmngoibVAs,0.209,0.412,0,1,0.172,0.15,86.26,0.162,0.0443,-9.733,Kodaline,sad
37,Ya No Te Hago Falta,spotify:track:4RIi1gNmKDzSH04Vvws2DK,4RIi1gNmKDzSH04Vvws2DK,0.56,0.311,9,1,0.934,6.02e-05,180.05,0.452,0.038,-8.508,Sen Senra,sad
38,El Mismo Aire - con Pablo Alborán,spotify:track:5EbtodsuLbxrFDH6j5avVS,5EbtodsuLbxrFDH6j5avVS,0.483,0.492,0,0,0.603,0,144.511,0.66,0.295,-6.591,Camilo,sad
39,Nunca Estoy,spotify:track:6f4LYJwICqxoAILj82kwB0,6f4LYJwICqxoAILj82kwB0,0.917,0.377,2,1,0.474,0.00367,134.994,0.398,0.161,-5.132,C. Tangana,sad
40,Aún me amas,spotify:track:6QpL9FS8ytyEIYrM2l7lSf,6QpL9FS8ytyEIYrM2l7lSf,0.478,0.591,5,1,0.272,0,78.121,0.466,0.0377,-7.278,Beret,sad
41,ya te vas,spotify:track:35Sc4rTNlRNSNfI8BPMnTl,35Sc4rTNlRNSNfI8BPMnTl,0.59,0.306,0,1,0.719,0.169,140.071,0.106,0.0388,-13.333,Natalia Lacunza,sad
42,Borracho,spotify:track:6D4d7V82Y86m3PJw7vUJVF,6D4d7V82Y86m3PJw7vUJVF,0.84,0.548,5,1,0.107,0,93.014,0.654,0.0773,-8.856,Sebastián Cortés,sad
43,Cerca Del Sol,spotify:track:35xgda7YzPYtn57d0jShNI,35xgda7YzPYtn57d0jShNI,0.6,0.221,2,1,0.828,0,102.842,0.487,0.0363,-8.463,st. Pedro,sad
44,Diferente,spotify:track:60YrZoQNcy90opzVnfoUrA,60YrZoQNcy90opzVnfoUrA,0.474,0.245,4,1,0.906,3.97e-05,75.002,0.241,0.138,-12.366,Belén Aguilera,sad
45,Todo No Fue Suficiente,spotify:track:4pl4n739AI8YPFrZp9qnqF,4pl4n739AI8YPFrZp9qnqF,0.442,0.533,5,1,0.0651,0,160.042,0.342,0.0288,-5.325,Ha*Ash,sad
46,Nos Queda Mucho Dolor Por Recorrer,spotify:track:51wUFdgpNsV8cVzu7i6N0l,51wUFdgpNsV8cVzu7i6N0l,0.671,0.289,1,1,0.693,0.00459,119.844,0.354,0.0318,-12.263,Ed Maverick,sad
47,Saturno,spotify:track:2f0Ft2XdvNSMSY5TUlZgEz,2f0Ft2XdvNSMSY5TUlZgEz,0.278,0.572,7,1,0.392,0,95.351,0.311,0.0407,-8.295,Pablo Alborán,sad
48,Titanic,spotify:track:7F1oLjSguGBvqsJLal7Rad,7F1oLjSguGBvqsJLal7Rad,0.504,0.14,10,1,0.924,0,146.287,0.304,0.0845,-12.318,Kany Garcia,sad
49,Como Antes,spotify:track:1rgTPhfIsygO4HjDafOVzR,1rgTPhfIsygO4HjDafOVzR,0.676,0.623,5,0,0.229,0,94.981,0.672,0.194,-7.163,Llane,sad
50,Somewhere Over The Rainbow - Live From Manchester,spotify:track:2yueE1lZ8V8HX1deAFA5MF,2yueE1lZ8V8HX1deAFA5MF,0.333,0.328,0,1,0.716,4.01e-05,121.109,0.0743,0.0346,-9.39,Ariana Grande,sad
51,Acuérdate de Mí,spotify:track:3sjxyR6C8OjKPnGYpsthzH,3sjxyR6C8OjKPnGYpsthzH,0.516,0.52,1,1,0.493,2.03e-06,151.895,0.224,0.0363,-5.659,Matisse,sad
52,Vuelve,spotify:track:3wGRfBDRNQb0nFDFrUPvq6,3wGRfBDRNQb0nFDFrUPvq6,0.692,0.49,11,1,0.47,0,155.834,0.255,0.0464,-6.077,Sebastian Yatra,sad
53,when the party's over,spotify:track:14JzyD6FlBD5z0wV5P07YI,14JzyD6FlBD5z0wV5P07YI,0.498,0.104,1,0,0.979,7.86e-05,124.001,0.205,0.0621,-14.08,Billie Eilish,sad
54,Falling,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,4,1,0.839,1.46e-06,110.011,0.0592,0.0299,-6.502,Harry Styles,sad
55,Antes de las Seis,spotify:track:5J5uyhoBZxJwmjy2Zg6DgF,5J5uyhoBZxJwmjy2Zg6DgF,0.75,0.46,0,1,0.457,0,130.078,0.201,0.0334,-7.932,Shakira,sad
56,Just Give Me a Reason,spotify:track:1qHaLcG3LOeh6ZB8vii5ZZ,1qHaLcG3LOeh6ZB8vii5ZZ,0.778,0.547,2,1,0.346,0.000302,95.002,0.441,0.0489,-7.273,P!nk,sad
57,Stay With Me,spotify:track:5Db9VIdDsN5yu3Eu7CT0i4,5Db9VIdDsN5yu3Eu7CT0i4,0.479,0.419,0,1,0.568,0.000217,85.014,0.186,0.0389,-6.517,Sam Smith,sad
58,Punto Y Aparte,spotify:track:6RiV6DnCbfc0b2KbNvumdP,6RiV6DnCbfc0b2KbNvumdP,0.603,0.742,2,1,0.655,0,148.004,0.356,0.0581,-5.748,Morat,sad
59,Me Soltaste,spotify:track:02yD6Wmpx5kLAoXLQOnuEb,02yD6Wmpx5kLAoXLQOnuEb,0.4,0.398,10,0,0.786,3.47e-06,111.661,0.16,0.0385,-6.038,Jesse & Joy,sad
60,Liability,spotify:track:6Kkt27YmFyIFrcX3QXFi2o,6Kkt27YmFyIFrcX3QXFi2o,0.587,0.229,10,0,0.92,0,75.67,0.379,0.128,-11.254,Lorde,sad
61,Te echo de menos,spotify:track:3gPOFPYLgpvQz0ZMwmv7NE,3gPOFPYLgpvQz0ZMwmv7NE,0.658,0.714,0,1,0.206,0,159.9,0.362,0.175,-5.086,Beret,sad
62,idontwannabeyouanymore,spotify:track:41zXlQxzTi6cGAjpOXyLYH,41zXlQxzTi6cGAjpOXyLYH,0.483,0.412,7,1,0.737,0,170.163,0.247,0.0402,-8.461,Billie Eilish,sad
63,The One That Got Away,spotify:track:3oL3XRtkP1WVbMxf7dtTdu,3oL3XRtkP1WVbMxf7dtTdu,0.687,0.792,1,0,0.000802,0,133.962,0.864,0.0353,-4.023,Katy Perry,sad
64,Nada Es Igual,spotify:track:4CKntyb4V1au0i1ieEfapR,4CKntyb4V1au0i1ieEfapR,0.716,0.212,1,1,0.865,0,124.833,0.47,0.045,-10.186,Karen Méndez,sad
65,triste como yo,spotify:track:3YiWk83a5Cd3sE7Xg83McD,3YiWk83a5Cd3sE7Xg83McD,0.407,0.234,0,1,0.901,0,158.609,0.251,0.0355,-7.953,Alaina Castillo,sad
66,LA MEMORIA,spotify:track:1AJ1ybVy9k4qmxl9tP4VQc,1AJ1ybVy9k4qmxl9tP4VQc,0.457,0.319,11,0,0.678,0,143.678,0.0986,0.0483,-6.323,Jessie Reyez,sad
67,Por Última Vez,spotify:track:4VmVG1s2N9ZglNq2Hd7Ub7,4VmVG1s2N9ZglNq2Hd7Ub7,0.641,0.398,8,1,0.618,0,85.023,0.658,0.0356,-9.614,Nil Moliner,sad
68,Llórame,spotify:track:66RF553qEbc0RJG7iuECSe,66RF553qEbc0RJG7iuECSe,0.4,0.473,7,1,0.178,0,188.107,0.255,0.0413,-6.244,Techy Fatule,sad
69,Superpoderes,spotify:track:3UiKij7gnwxLoywPzvOMaP,3UiKij7gnwxLoywPzvOMaP,0.53,0.42,0,1,0.664,3.4e-06,133.265,0.276,0.133,-11.185,Debi Nova,sad
70,Lo siento,spotify:track:5o2M4yHxo9kyNLdgihFeV1,5o2M4yHxo9kyNLdgihFeV1,0.362,0.42,2,1,0.655,0,77.077,0.284,0.0582,-7.951,Beret,sad
71,Aeroplanos,spotify:track:1ujis0ZrwUNGVXgjvu4uCU,1ujis0ZrwUNGVXgjvu4uCU,0.73,0.551,9,1,0.395,0.00734,109.009,0.591,0.0306,-9.659,Mi Sobrino Memo,sad
72,Trihte,spotify:track:6LDb3XvUAm1m5r9NjTlTWI,6LDb3XvUAm1m5r9NjTlTWI,0.802,0.438,0,1,0.314,0.0143,139.963,0.263,0.0546,-10.924,Kimberley Tell,sad
73,Fantasmas,spotify:track:09PyIVzV0oQlDkXwvFExDB,09PyIVzV0oQlDkXwvFExDB,0.497,0.422,0,1,0.671,3.21e-06,81.501,0.113,0.0245,-6.844,Ambar Lucid,sad
74,siempreestoypati,spotify:track:75ZohPJVqJOD8GUCZH94mk,75ZohPJVqJOD8GUCZH94mk,0.676,0.323,5,1,0.939,0.000269,120.25,0.134,0.0354,-9.071,Ed Maverick,sad
75,Al Final,spotify:track:1fZofOT5ZxvQGvSPRGDHZ6,1fZofOT5ZxvQGvSPRGDHZ6,0.601,0.402,7,1,0.737,0.000317,115.985,0.335,0.0276,-8.5,Charlie Rodd,sad
76,Bailando Lentos,spotify:track:3wLoHa8a0G7oIYWq65GopE,3wLoHa8a0G7oIYWq65GopE,0.686,0.432,0,1,0.46,5.55e-06,132.898,0.495,0.0315,-7.19,Daniela Spalla,sad
77,olvídate de mí,spotify:track:1mc8w5UYCDHeNzAua5JxnW,1mc8w5UYCDHeNzAua5JxnW,0.816,0.254,10,1,0.644,5.3e-05,103.992,0.296,0.0967,-12.821,Natalia Lacunza,sad
78,Venecia,spotify:track:5K9GI4x4mOyikMwOgk0ESR,5K9GI4x4mOyikMwOgk0ESR,0.552,0.284,10,1,0.74,0,98.913,0.389,0.0484,-9.852,Ainoa Buitrago,sad
79,Pido un Trago,spotify:track:5nRQw24bt92TodonVrplK4,5nRQw24bt92TodonVrplK4,0.776,0.434,7,1,0.602,3.86e-06,98.004,0.431,0.0414,-8.243,Pamel,sad
80,fuckhim,spotify:track:0D2JmflHSZwCVqle0RqxAz,0D2JmflHSZwCVqle0RqxAz,0.734,0.446,5,0,0.597,0,84.969,0.521,0.233,-11.21,Girl Ultra,sad
81,Vas A Encontrarme,spotify:track:3wwbgv83ZFwYlPa2zlRQJ9,3wwbgv83ZFwYlPa2zlRQJ9,0.467,0.536,11,1,0.2,0,93.216,0.397,0.0351,-6.126,Arevalo,sad
82,Mejores Amigos,spotify:track:7tQ24skemknA6PPh6gwFi1,7tQ24skemknA6PPh6gwFi1,0.624,0.74,4,1,0.156,0,89.983,0.905,0.0363,-6.965,Yera,sad
83,Hide (feat. Seezyn),spotify:track:6rz0dTA0PdhXImFV5EjM0w,6rz0dTA0PdhXImFV5EjM0w,0.715,0.639,5,0,0.0622,0,149.996,0.151,0.0752,-5.017,Juice WRLD,sad
84,Murder On My Mind,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,7eBqSVxrzQZtK2mmgRG6lC,0.759,0.73,0,0,0.145,3.06e-06,115.007,0.74,0.0516,-7.985,YNW Melly,sad
85,Jocelyn Flores,spotify:track:7m9OqQk4RVRkw9JJdeAw96,7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0,0,0.469,4.13e-06,134.021,0.437,0.242,-9.144,XXXTENTACION,sad
86,Lucid Dreams,spotify:track:285pBltuF7vW8TeWk8hdRR,285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,0,0.349,0,83.903,0.218,0.2,-7.23,Juice WRLD,sad
87,Close Friends (Lil Baby & Gunna),spotify:track:5nzhL67GpF9szXWg5y509A,5nzhL67GpF9szXWg5y509A,0.676,0.578,10,0,0.0509,0,158.896,0.698,0.375,-4.669,Lil Baby,sad
88,Better,spotify:track:6zeeWid2sgw4lap2jV61PZ,6zeeWid2sgw4lap2jV61PZ,0.596,0.552,0,0,0.0765,0.334,97.949,0.112,0.097,-10.278,Khalid,sad
89,WAKE UP,spotify:track:20MuVazoNMv6xjKPnRFOxG,20MuVazoNMv6xjKPnRFOxG,0.741,0.645,11,0,0.192,0,149.07,0.488,0.0963,-5.116,Travis Scott,sad
90,Let You Down,spotify:track:52okn5MNA47tk87PeZJLEL,52okn5MNA47tk87PeZJLEL,0.662,0.714,5,0,0.312,0,147.997,0.464,0.121,-5.68,NF,sad
91,Cherry Hill,spotify:track:6qcuRcbz8DCLG6nG4or8Uo,6qcuRcbz8DCLG6nG4or8Uo,0.681,0.469,2,0,0.161,0.403,130.022,0.0373,0.0366,-10.803,Russ,sad
92,lovely (with Khalid),spotify:track:0u2P5u6lvoDfwTYjAADbn4,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,0,0.934,0,115.284,0.12,0.0333,-10.109,Billie Eilish,sad
93,Roses (with Juice WRLD feat. Brendon Urie),spotify:track:5YAP8zpqj1eIX88makBjDe,5YAP8zpqj1eIX88makBjDe,0.613,0.6,8,1,0.166,0,147.059,0.532,0.154,-7.097,benny blanco,sad
94,1-800-273-8255,spotify:track:5tz69p7tJuGPeMGwNTxYuV,5tz69p7tJuGPeMGwNTxYuV,0.62,0.574,5,0,0.569,0,100.023,0.357,0.0479,-7.788,Logic,sad
95,Robbery,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,6Hj9jySrnFppAI0sEMCZpJ,0.685,0.692,2,1,0.328,0,159.966,0.578,0.0457,-5.122,Juice WRLD,sad
96,Look Back at It,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,3,0,0.407,0,96.057,0.536,0.0413,-5.075,A Boogie Wit da Hoodie,sad
97,Carry On,spotify:track:2yZax79pOrYuyIFVW2cZY2,2yZax79pOrYuyIFVW2cZY2,0.735,0.197,3,0,0.768,0.000276,147.899,0.383,0.537,-13.378,XXXTENTACION,sad
98,Fuck Love (feat. Trippie Redd),spotify:track:7AQim7LbvFVZJE3O8TYgf2,7AQim7LbvFVZJE3O8TYgf2,0.797,0.533,0,0,0.0172,0.000152,131.036,0.329,0.0412,-9.74,XXXTENTACION,sad
99,Lean Wit Me,spotify:track:29tc0GbW0pTSBZSCZF3NWk,29tc0GbW0pTSBZSCZF3NWk,0.665,0.651,1,1,0.0414,0,163.935,0.237,0.156,-5.515,Juice WRLD,sad
100,Love Lies (with Normani),spotify:track:45Egmo7icyopuzJN0oMEdk,45Egmo7icyopuzJN0oMEdk,0.708,0.648,6,1,0.0956,0,143.955,0.338,0.0449,-5.626,Khalid,sad
101,Silence,spotify:track:7vGuf3Y35N4wmASOKLUVVU,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,1,0.256,4.96e-06,141.971,0.286,0.0853,-3.093,Marshmello,sad
102,Saturday Nights,spotify:track:5kfNriitmkNE8mUbZ7gbq8,5kfNriitmkNE8mUbZ7gbq8,0.551,0.44,10,1,0.606,3.02e-05,167.923,0.341,0.0985,-8.559,Khalid,sad
103,Eastside (with Halsey & Khalid),spotify:track:0d2iYfpKoM0QCKvcLCkBao,0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,6,0,0.555,0,89.391,0.319,0.321,-7.648,benny blanco,sad
104,Hate Me (with Juice WRLD),spotify:track:6kls8cSlUyHW2BUOkDJIZE,6kls8cSlUyHW2BUOkDJIZE,0.657,0.768,8,1,0.108,0,75.025,0.759,0.0507,-4.628,Ellie Goulding,sad
105,Way To Break My Heart (feat. Skrillex),spotify:track:5d1rmWWF1725tnYjq6rMDB,5d1rmWWF1725tnYjq6rMDB,0.726,0.731,1,0,0.11,3.45e-06,170.125,0.437,0.159,-6.298,Ed Sheeran,sad
106,Empty,spotify:track:41MCdlvXOl62B7Kv86Bb1v,41MCdlvXOl62B7Kv86Bb1v,0.745,0.561,0,1,0.0758,0,77.557,0.449,0.0807,-4.869,Juice WRLD,sad
107,Love Scars 3,spotify:track:0AcicReEGm1qcENjqzh1Tg,0AcicReEGm1qcENjqzh1Tg,0.544,0.524,8,1,0.136,0,81.982,0.117,0.0621,-7.914,Trippie Redd,sad
108,SLOW DANCING IN THE DARK,spotify:track:0rKtyWc8bvkriBthvHKY8d,0rKtyWc8bvkriBthvHKY8d,0.515,0.479,3,1,0.544,0.00598,88.964,0.284,0.0261,-7.458,Joji,sad
109,Sad Nibba Hours,spotify:track:2TfoabXa0CbEwcqpxOn9z3,2TfoabXa0CbEwcqpxOn9z3,0.745,0.664,11,0,0.322,0,121.083,0.526,0.235,-5.476,Papithbk,sad
110,Alone,spotify:track:6tAqYm2Wcy2yrPixShJMS6,6tAqYm2Wcy2yrPixShJMS6,0.87,0.341,9,1,0.481,0.0027,119.054,0.436,0.439,-14.15,SadBoyProlific,sad
111,Unsteady,spotify:track:7lGKEWMXVWWTt3X71Bv44I,7lGKEWMXVWWTt3X71Bv44I,0.389,0.665,0,1,0.178,0.000732,117.055,0.199,0.0644,-6.169,X Ambassadors,sad
112,emotions,spotify:track:5ls62WNKHUUrdF3r1cv83T,5ls62WNKHUUrdF3r1cv83T,0.63,0.63,9,1,0.0131,0,80.512,0.163,0.0395,-6.211,iann dior,sad
113,WHY AM I Waiting,spotify:track:47QVAwFA8lGN4xRpT2ireK,47QVAwFA8lGN4xRpT2ireK,0.861,0.398,5,0,0.274,0,126.197,0.248,0.362,-10.159,Papithbk,sad
114,crash my whip,spotify:track:4VE02IlNVRSXPk3p9B4Nxz,4VE02IlNVRSXPk3p9B4Nxz,0.704,0.572,3,0,0.185,0,90.013,0.17,0.038,-7.107,iann dior,sad
115,who cares,spotify:track:5hpo6w8VtX1roDQzBQh89g,5hpo6w8VtX1roDQzBQh89g,0.779,0.442,1,1,0.119,0,155.976,0.371,0.268,-7.821,iann dior,sad
116,Goodbyes (Feat. Young Thug),spotify:track:6vBdBCoOhKHiYDDOcorfNo,6vBdBCoOhKHiYDDOcorfNo,0.58,0.653,5,1,0.447,0,150.231,0.175,0.0745,-3.818,Post Malone,sad
117,Hollywood's Bleeding,spotify:track:01iuzK2ziYAVE2n9aSXbWp,01iuzK2ziYAVE2n9aSXbWp,0.404,0.645,4,0,0.331,0,130.215,0.158,0.0479,-3.221,Post Malone,sad
118,Die For Me (feat. Future & Halsey),spotify:track:59PYPDxTbqJpiGfyogPb5h,59PYPDxTbqJpiGfyogPb5h,0.614,0.66,0,1,0.19,0,145.01,0.452,0.0441,-2.848,Post Malone,sad
119,Staring At The Sun (feat. SZA),spotify:track:0GoriMh8ZoUR1kcdmJ9A19,0GoriMh8ZoUR1kcdmJ9A19,0.722,0.771,6,0,0.286,0,95.058,0.322,0.181,-4.425,Post Malone,sad
120,Trapped in My Mind,spotify:track:56H3K8a3gbWeX0cg4GjSzC,56H3K8a3gbWeX0cg4GjSzC,0.678,0.678,5,1,0.176,0,159.984,0.465,0.0998,-7.518,Adam Oh,sad
121,Too Much,spotify:track:1MptLnUBf6WTTvLSSVIs0H,1MptLnUBf6WTTvLSSVIs0H,0.414,0.307,4,1,0.5,0,81.994,0.193,0.0679,-8.155,Reece,sad
122,Someone You Loved,spotify:track:7qEHsqek33rTcFNT9PFqLf,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,1,0.751,0,109.891,0.446,0.0319,-5.679,Lewis Capaldi,sad
123,Hold Me While You Wait,spotify:track:6700Z4Izi8EbB6JNthU6Ma,6700Z4Izi8EbB6JNthU6Ma,0.688,0.53,11,1,0.443,0,106.958,0.162,0.0333,-5.507,Lewis Capaldi,sad
124,Wanted,spotify:track:6hLkeOMrhZ2CMLBp2of576,6hLkeOMrhZ2CMLBp2of576,0.668,0.534,1,1,0.164,0,145.816,0.711,0.0677,-6.586,OneRepublic,sad
125,Be Alright,spotify:track:3EPXxR3ImUwfayaurPi3cm,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,1,0.697,0,126.684,0.443,0.0362,-6.319,Dean Lewis,sad
126,Running Out - Stripped,spotify:track:0sBa04pBFlGlWqPKkDamRp,0sBa04pBFlGlWqPKkDamRp,0.757,0.418,0,0,0.236,0,126.983,0.818,0.0632,-7.332,Etham,sad
127,Love Someone,spotify:track:2JqnpexlO9dmvjUMCaLCLJ,2JqnpexlO9dmvjUMCaLCLJ,0.55,0.415,9,0,0.161,0,172.065,0.274,0.052,-6.557,Lukas Graham,sad
128,When I Was Your Man,spotify:track:0nJW01T7XtvILxQgC5J7Wh,0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0,1,0.932,0,72.795,0.387,0.0434,-8.648,Bruno Mars,sad
129,Say You Won't Let Go,spotify:track:5uCax9HTNlzGybIStD3vDh,5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,1,0.695,0,85.043,0.494,0.059,-7.398,James Arthur,sad
130,Me And My Broken Heart,spotify:track:1oew3nFNY3vMacJAsvry0S,1oew3nFNY3vMacJAsvry0S,0.545,0.783,5,0,0.00489,0,174.084,0.551,0.0345,-4.261,Rixton,sad
131,Or Nah (feat. Wiz Khalifa & DJ Mustard),spotify:track:6cRqxXoY6esNiFaOnl4EiC,6cRqxXoY6esNiFaOnl4EiC,0.83,0.33,4,1,0.0544,0,121.974,0.0744,0.0485,-9.156,Ty Dolla $ign,sad
132,I Hate That...,spotify:track:0poeWvwv2YzuxLN5OXOoIz,0poeWvwv2YzuxLN5OXOoIz,0.633,0.49,10,1,0.0158,0.000168,158.919,0.242,0.0833,-12.432,Promoting Sounds,sad
133,Still Think About You,spotify:track:2FTeQQ5Rg9tBpgpTF5mnhE,2FTeQQ5Rg9tBpgpTF5mnhE,0.946,0.646,5,1,0.219,0,127.978,0.961,0.21,-6.604,A Boogie Wit da Hoodie,sad
134,Romeo & Juliet,spotify:track:6jT3etAOkvMUw0zsEw5QnR,6jT3etAOkvMUw0zsEw5QnR,0.609,0.37,0,1,0.664,0.086,119.806,0.352,0.0712,-13.933,Trippie Redd,sad
135,Or Nah (feat. Wiz Khalifa & DJ Mustard),spotify:track:2LX9coJz8pfFHb8AaoVhXS,2LX9coJz8pfFHb8AaoVhXS,0.83,0.33,4,1,0.0544,0,121.973,0.0744,0.0485,-9.156,Ty Dolla $ign,sad
136,Power Trip (feat. Miguel),spotify:track:7FOJvA3PxiIU0DN3JjQ7jT,7FOJvA3PxiIU0DN3JjQ7jT,0.667,0.61,1,1,0.322,0.000203,99.991,0.465,0.217,-7.054,J. Cole,sad
137,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",spotify:track:2N3U8uTYhjX2KwGT0pf5x0,2N3U8uTYhjX2KwGT0pf5x0,0.394,0.661,4,1,0.00996,0,149.818,0.335,0.192,-8.684,A$AP Rocky,sad
138,Lose My Mind - Acoustic,spotify:track:1AvTywVswvftxfT8iYTuxr,1AvTywVswvftxfT8iYTuxr,0.515,0.201,8,1,0.939,1.29e-06,74.21,0.228,0.0569,-10.866,Dean Lewis,sad
139,Stay Awake,spotify:track:2smpiAZfaN0GFi15MqAq6E,2smpiAZfaN0GFi15MqAq6E,0.723,0.829,11,0,0.337,3.47e-05,106.023,0.582,0.0453,-7.123,Dean Lewis,sad
140,7 Minutes,spotify:track:2BkyYZmU4JuWW2sYi9EzpC,2BkyYZmU4JuWW2sYi9EzpC,0.613,0.739,10,1,0.526,0,104.966,0.712,0.0311,-6.478,Dean Lewis,sad
141,Half A Man,spotify:track:1ugQtcwmKOXvKAYzhjncmv,1ugQtcwmKOXvKAYzhjncmv,0.507,0.204,0,1,0.855,0,77.765,0.343,0.0504,-11.575,Dean Lewis,sad
142,Let Go,spotify:track:3NVnNH7lZW5Jg3fjiheS67,3NVnNH7lZW5Jg3fjiheS67,0.567,0.519,10,1,0.291,0,103.145,0.406,0.0288,-7.97,Dean Lewis,sad
143,PILLOWTALK,spotify:track:0PDUDa38GO8lMxLCRc4lL1,0PDUDa38GO8lMxLCRc4lL1,0.584,0.7,11,1,0.117,0,124.944,0.438,0.0456,-4.275,ZAYN,sad
144,Without You,spotify:track:6kx1LwREnK7STfmjfsgFic,6kx1LwREnK7STfmjfsgFic,0.64,0.648,0,0,0.00564,0,140.044,0.226,0.0305,-8.631,Promoting Sounds,sad
145,Marvins Room,spotify:track:047fCsbO4NdmwCBn8pcUXl,047fCsbO4NdmwCBn8pcUXl,0.492,0.26,9,0,0.646,0.00178,111.519,0.312,0.0921,-17.341,Drake,sad
146,Rich And Blind,spotify:track:6QNFQJKlZUKr0xlGZ74CZJ,6QNFQJKlZUKr0xlGZ74CZJ,0.638,0.624,10,1,0.0102,0,159.937,0.445,0.0798,-5.37,Juice WRLD,sad
147,Doing It Wrong,spotify:track:4eSGSqP2TZvvX0kadZZttM,4eSGSqP2TZvvX0kadZZttM,0.397,0.172,6,0,0.841,6.78e-05,101.275,0.123,0.0445,-15.698,Drake,sad
148,Reply (feat. Lil Uzi Vert),spotify:track:364spZLB5bhNlnPrzvUB41,364spZLB5bhNlnPrzvUB41,0.512,0.623,9,0,0.0187,0,112.15,0.219,0.0808,-6.553,A Boogie Wit da Hoodie,sad
149,Quite Miss Home,spotify:track:2deFH5zveEBEUuURpqTN3C,2deFH5zveEBEUuURpqTN3C,0.578,0.43,10,1,0.608,2.67e-06,136.824,0.156,0.0282,-6.396,James Arthur,sad
150,Midnight Thoughts,spotify:track:19NEYj0nF2FHMr9X2HYxQd,19NEYj0nF2FHMr9X2HYxQd,0.703,0.39,2,1,0.416,0,79.884,0.624,0.454,-16.091,SadBoyProlific,sad
151,Broken,spotify:track:1SuznrYulmD8HMZrenI0VU,1SuznrYulmD8HMZrenI0VU,0.828,0.581,0,1,0.0423,0.000903,133.999,0.145,0.0429,-2.659,Lund,sad
152,7 Years (Remix),spotify:track:1kFlDnWmBTvCBxxeGDpIdp,1kFlDnWmBTvCBxxeGDpIdp,0.811,0.609,10,1,0.227,0,120.071,0.439,0.0996,-8.376,Sik World,sad
153,If You Want Love,spotify:track:3i5qVV8azKqGFK4Gzdt5YS,3i5qVV8azKqGFK4Gzdt5YS,0.551,0.386,0,1,0.659,0,116.409,0.245,0.132,-10.22,NF,sad
154,Falling Down - Bonus Track,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,4jvjzW7Hm0yK4LvvE0Paz9,0.669,0.574,4,0,0.0175,0.00294,120.013,0.273,0.0286,-6.442,Lil Peep,sad
155,Belgium,spotify:track:0kvcPiQRHpwC55CmI9CUzr,0kvcPiQRHpwC55CmI9CUzr,0.734,0.632,4,0,0.0224,0.000547,140.056,0.191,0.0321,-4.693,Lil Peep,sad
