,title,meta,id,artist,artist_factor,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence,speechiness,loudness,label
589,Another Way to Die,spotify:track:5tTadqpq24gOyl3n51dRya,5tTadqpq24gOyl3n51dRya,Disturbed,146,0.621,0.967,6,1,8.46e-05,0.00612,112.017,0.315,0.0692,-2.35,angry
590,Nothing For Me Here,spotify:track:26095IcivgfeCsNSDswY71,26095IcivgfeCsNSDswY71,Dope,291,0.368,0.93,1,1,5.03e-05,2.18e-05,173.071,0.414,0.141,-4.892,angry
591,Ten Thousand Fists,spotify:track:5NpJoEkGbB3sU80zNa2zyA,5NpJoEkGbB3sU80zNa2zyA,Disturbed,146,0.54,0.977,1,1,2.55e-05,0.0553,106.911,0.211,0.0878,-3.409,angry
592,Bodies,spotify:track:3xktQXIr1OD3ENc19viwDP,3xktQXIr1OD3ENc19viwDP,Drowning Pool,147,0.654,0.928,4,0,0.00366,0.002,130.951,0.52,0.0717,-3.406,angry
593,Breed,spotify:track:0obStZ6btDyu8Pv0XXpcF9,0obStZ6btDyu8Pv0XXpcF9,The One Hundred,293,0.563,0.961,1,1,0.000326,6.8e-06,115.04,0.203,0.0684,-4.872,angry
594,Lift Me Up (feat. Rob Halford of Judas Priest),spotify:track:1LHZMWefF9502NPfArRfvP,1LHZMWefF9502NPfArRfvP,Five Finger Death Punch,165,0.508,0.988,1,0,8.45e-05,0.0,75.018,0.174,0.165,-3.613,angry
595,The Way of the Fist,spotify:track:3Lz00bO5phPHH3U3HqemN4,3Lz00bO5phPHH3U3HqemN4,Five Finger Death Punch,165,0.573,0.931,1,1,0.000445,5.08e-06,97.052,0.405,0.0623,-4.581,angry
596,The Bleeding,spotify:track:1dfyZdCiHsPljOxOhnfMWS,1dfyZdCiHsPljOxOhnfMWS,Five Finger Death Punch,165,0.185,0.98,8,1,0.0217,0.000456,79.892,0.0776,0.34,-4.592,angry
597,My Heart Lied,spotify:track:2Ra6mNgNqV3V7wo1gw03Aq,2Ra6mNgNqV3V7wo1gw03Aq,Five Finger Death Punch,165,0.476,0.996,6,0,0.000144,0.0,175.955,0.312,0.148,-3.682,angry
598,Remember Everything,spotify:track:7wg4jRFLTpnxuKSgHfb8Wt,7wg4jRFLTpnxuKSgHfb8Wt,Five Finger Death Punch,165,0.413,0.687,1,0,0.838,0.0,79.323,0.548,0.0364,-5.448,angry
599,Cold,spotify:track:05kqFjlqt6C9wmzoDrWJ6C,05kqFjlqt6C9wmzoDrWJ6C,Five Finger Death Punch,165,0.475,0.855,3,0,0.00968,0.0,143.955,0.383,0.0501,-4.007,angry
600,Burn It Down - Live,spotify:track:3SrAG0TNncYo75wciRNHs4,3SrAG0TNncYo75wciRNHs4,Five Finger Death Punch,165,0.423,0.993,4,0,0.00317,0.00164,100.032,0.0549,0.144,-4.707,angry
601,Diary Of A Deadman,spotify:track:15iqwIJSnkEizrTicch1eY,15iqwIJSnkEizrTicch1eY,Five Finger Death Punch,165,0.509,0.967,11,0,0.00016,0.391,150.068,0.623,0.096,-5.751,angry
602,Dot Your Eyes,spotify:track:0PR3JFgsrxJPicInyuuxZr,0PR3JFgsrxJPicInyuuxZr,Five Finger Death Punch,165,0.425,0.994,1,0,0.000531,0.0,73.924,0.336,0.114,-3.429,angry
603,M.I.N.E (End This Way),spotify:track:1R7lIlOgQcb5hY7FOvHv72,1R7lIlOgQcb5hY7FOvHv72,Five Finger Death Punch,165,0.511,0.922,11,0,0.00154,0.0,131.995,0.265,0.0375,-3.319,angry
604,Weight Beneath My Sin,spotify:track:3Xbzq4hjtSiI9oVGpaH0m3,3Xbzq4hjtSiI9oVGpaH0m3,Five Finger Death Punch,165,0.59,0.99,6,0,2.44e-05,0.0,112.047,0.557,0.0855,-3.379,angry
605,Anywhere But Here,spotify:track:0UTU0ozzIs47TlfaqVs9Zh,0UTU0ozzIs47TlfaqVs9Zh,Five Finger Death Punch,165,0.499,0.981,2,1,6.58e-05,0.0,138.032,0.227,0.107,-3.907,angry
606,A Day In My Life,spotify:track:6e8kbjVD4KE2hoKqnfOUZp,6e8kbjVD4KE2hoKqnfOUZp,Five Finger Death Punch,165,0.546,0.97,11,0,2.96e-05,8.58e-06,124.984,0.234,0.0839,-3.829,angry
607,Watch You Bleed,spotify:track:1MLvh6tEBZ1pTgVoj7e0Ts,1MLvh6tEBZ1pTgVoj7e0Ts,Five Finger Death Punch,165,0.495,0.996,3,1,9.01e-06,0.000281,129.964,0.233,0.13,-4.534,angry
608,Burn MF,spotify:track:6ArEz1pyQV9y3tMLEnRFHE,6ArEz1pyQV9y3tMLEnRFHE,Five Finger Death Punch,165,0.504,0.996,4,1,0.000121,4.64e-06,180.051,0.208,0.21,-4.339,angry
609,Indestructible,spotify:track:7rzjzhIoZKFQQwmh5R0ST8,7rzjzhIoZKFQQwmh5R0ST8,Disturbed,146,0.429,0.966,8,1,0.000209,0.124,179.956,0.525,0.0733,-4.605,angry
610,Far From Home,spotify:track:6V4xwPaWrTKGcCdWFLjffE,6V4xwPaWrTKGcCdWFLjffE,Five Finger Death Punch,165,0.464,0.688,11,0,0.00149,3.85e-06,137.882,0.228,0.0298,-5.352,angry
611,Ten Thousand Fists,spotify:track:5hkgrWxkobGtg30I7DsfVu,5hkgrWxkobGtg30I7DsfVu,Disturbed,146,0.54,0.977,1,1,2.55e-05,0.0553,106.911,0.211,0.0878,-3.409,angry
612,100 Ways to Hate,spotify:track:1zAEl0HTFXnmrS3dsSKHih,1zAEl0HTFXnmrS3dsSKHih,Five Finger Death Punch,165,0.559,0.989,11,0,0.000273,0.0,94.987,0.428,0.104,-4.861,angry
613,Jekyll and Hyde,spotify:track:3K2UwWjkCFM1WVkARVFKGP,3K2UwWjkCFM1WVkARVFKGP,Five Finger Death Punch,165,0.537,0.964,9,1,0.000599,1.14e-05,155.017,0.712,0.113,-4.157,angry
614,The Devil´s Own,spotify:track:1u1HUMph7lPYBLU1WoW9P3,1u1HUMph7lPYBLU1WoW9P3,Five Finger Death Punch,165,0.456,0.957,0,1,0.000347,0.0,160.008,0.141,0.127,-4.78,angry
615,Weight Beneath My Sin,spotify:track:5kdRTWzlnsoO9cuIH1b4Ls,5kdRTWzlnsoO9cuIH1b4Ls,Five Finger Death Punch,165,0.586,0.99,6,0,2.25e-05,0.0,112.045,0.528,0.088,-3.392,angry
616,War Is The Answer,spotify:track:0OsJkMbc28cnD3UOCYFUPk,0OsJkMbc28cnD3UOCYFUPk,Five Finger Death Punch,165,0.503,0.958,11,0,4.35e-05,0.0136,184.09,0.399,0.104,-3.522,angry
617,F*ck The Police - 2005 Studio Version,spotify:track:4J3ZIoktNGfj0Ae4EcyTk5,4J3ZIoktNGfj0Ae4EcyTk5,Dope,291,0.545,0.982,1,1,0.000125,0.782,97.014,0.759,0.0459,-4.073,angry
618,Custer,spotify:track:3GiJq4AQK7324mfIQbpiTf,3GiJq4AQK7324mfIQbpiTf,Slipknot,145,0.407,0.98,7,1,0.00174,0.000112,131.066,0.537,0.107,-1.58,angry
619,Coming Down,spotify:track:0ZQP53JjEi16mmMtFv4afu,0ZQP53JjEi16mmMtFv4afu,Five Finger Death Punch,165,0.31,0.991,1,0,0.000619,0.0,76.372,0.187,0.488,-2.927,angry
620,Because You're Young,spotify:track:6d014314YJV92Yg23GfFd1,6d014314YJV92Yg23GfFd1,Cock Sparrer,294,0.268,0.88,0,1,0.00138,1.99e-05,185.529,0.569,0.0366,-4.181,angry
621,Slipping Away,spotify:track:0RtxZf4kpNDUEMdgFTvpN4,0RtxZf4kpNDUEMdgFTvpN4,Dope,291,0.543,0.964,8,1,0.000358,0.000286,130.999,0.391,0.0647,-2.992,angry
622,I'm Alive,spotify:track:4huxtlPO7t8VTR6PrtttcB,4huxtlPO7t8VTR6PrtttcB,Disturbed,146,0.382,0.976,1,1,2.61e-05,0.0195,179.918,0.574,0.0696,-2.598,angry
623,The Light,spotify:track:2AQq1I0LiIgfJ7vVLptvy8,2AQq1I0LiIgfJ7vVLptvy8,Disturbed,146,0.512,0.968,6,1,0.00456,1.24e-06,160.102,0.646,0.0658,-3.874,angry
624,Burn,spotify:track:6p8YYdAhPAHluQiuAMyC6i,6p8YYdAhPAHluQiuAMyC6i,Dope,291,0.469,0.998,6,1,0.00157,0.00722,169.992,0.0863,0.209,-3.194,angry
625,Let This Go,spotify:track:080vUwbzEgnW3rz3Px0Kht,080vUwbzEgnW3rz3Px0Kht,Five Finger Death Punch,165,0.443,0.993,7,1,4.78e-05,3.84e-06,193.939,0.33,0.205,-3.365,angry
626,Wicked Ways,spotify:track:1h8a6WIzjA1MJwO2IF3M16,1h8a6WIzjA1MJwO2IF3M16,Five Finger Death Punch,165,0.458,0.988,1,0,8.91e-05,0.0,192.06,0.326,0.117,-3.506,angry
627,This Is My War,spotify:track:4aWL4YCyNJ64m7Rd2OqBwj,4aWL4YCyNJ64m7Rd2OqBwj,Five Finger Death Punch,165,0.55,0.981,5,1,2.13e-05,0.000179,109.985,0.448,0.0419,-3.544,angry
628,Boots and Blood,spotify:track:5s0cNBlq6bPoSWyY1yPlBC,5s0cNBlq6bPoSWyY1yPlBC,Five Finger Death Punch,165,0.497,0.986,7,1,8.79e-05,1.36e-06,175.56,0.556,0.0937,-4.083,angry
629,Hate My Life,spotify:track:21rrpIokftsRDF2StX3TcI,21rrpIokftsRDF2StX3TcI,Theory of a Deadman,152,0.506,0.85,1,1,0.0208,0.0,125.867,0.462,0.0346,-4.039,angry
630,Monster,spotify:track:2UREu1Y8CO4jXkbvqAtP7g,2UREu1Y8CO4jXkbvqAtP7g,Skillet,163,0.64,0.957,8,1,0.0431,0.0,134.992,0.692,0.0741,-2.336,angry
631,Had Enough,spotify:track:7qc9PaK7JeTgMkLwaXgW0q,7qc9PaK7JeTgMkLwaXgW0q,Breaking Benjamin,295,0.308,0.948,0,0,9.53e-06,2.16e-05,163.938,0.229,0.0772,-2.771,angry
633,Death Before Dishonor,spotify:track:1XR9O3abPkiUh1ODrNRdN3,1XR9O3abPkiUh1ODrNRdN3,Five Finger Death Punch,165,0.392,0.944,0,1,0.000208,3.09e-06,165.038,0.141,0.117,-4.736,angry
634,Never Enough,spotify:track:2m81xQeUNaG9ZREirZTn9g,2m81xQeUNaG9ZREirZTn9g,Five Finger Death Punch,165,0.462,0.987,11,0,0.00121,0.000459,126.056,0.345,0.134,-3.007,angry
635,No One Gets Left Behind,spotify:track:0Dk7UOMmi0x8i66UVs7hkQ,0Dk7UOMmi0x8i66UVs7hkQ,Five Finger Death Punch,165,0.424,0.956,11,0,6.13e-06,0.0156,155.974,0.278,0.0754,-3.766,angry
636,I.M.Sin,spotify:track:4jx68EbJMZOl7xaaGeUJxF,4jx68EbJMZOl7xaaGeUJxF,Five Finger Death Punch,165,0.526,0.994,2,1,4.15e-06,0.0,140.032,0.19,0.173,-2.937,angry
637,Dying Breed,spotify:track:1rogz4990pU7DCXGdoCog8,1rogz4990pU7DCXGdoCog8,Five Finger Death Punch,165,0.383,0.982,1,1,1.22e-05,0.000152,195.931,0.189,0.127,-3.188,angry
638,The Sound of Silence,spotify:track:0eZBeB2xFIS65jQHerispi,0eZBeB2xFIS65jQHerispi,Disturbed,146,0.322,0.28,6,0,0.468,1.1e-06,85.794,0.175,0.0281,-9.367,angry
639,I Want Out,spotify:track:07QREe91FdXnDtJ2cBAVUs,07QREe91FdXnDtJ2cBAVUs,Helloween,292,0.483,0.871,0,1,0.000444,0.000498,90.98,0.58,0.041,-8.033,angry
640,Guardians,spotify:track:4GotEAmyvllF6Fl5whXc77,4GotEAmyvllF6Fl5whXc77,Helloween,292,0.143,0.963,11,0,4e-05,2.03e-06,151.95,0.258,0.104,-6.259,angry
641,Battery,spotify:track:4A1jq5W97gi5ok44CgZiab,4A1jq5W97gi5ok44CgZiab,Metallica,166,0.487,0.944,11,0,0.000135,0.601,96.552,0.392,0.0823,-6.78,angry
642,Welcome Home (Sanitarium),spotify:track:48Ih1FjoQ5KoCpsdKUk8Eu,48Ih1FjoQ5KoCpsdKUk8Eu,Metallica,166,0.331,0.834,0,1,0.000327,0.124,104.817,0.381,0.0344,-8.223,angry
644,I Wanna Be Somebody,spotify:track:7HvnSxsCnpDkmbWJZ3iC34,7HvnSxsCnpDkmbWJZ3iC34,W.A.S.P.,296,0.274,0.859,1,0,3.71e-05,7.72e-06,164.26,0.529,0.0553,-6.036,angry
645,I'm Alive,spotify:track:4kQbZyP3Wiap2kD4gux2OG,4kQbZyP3Wiap2kD4gux2OG,W.A.S.P.,296,0.341,0.836,5,0,0.0243,2.08e-06,144.128,0.341,0.0803,-8.216,angry
646,Mean Man,spotify:track:4stodalkVi0IJSq6dmvpVb,4stodalkVi0IJSq6dmvpVb,W.A.S.P.,296,0.312,0.988,9,0,0.000496,0.869,168.118,0.676,0.0554,-5.522,angry
647,Darkness,spotify:track:5aUtonvQxGEL8T1rKI3J01,5aUtonvQxGEL8T1rKI3J01,Disturbed,146,0.311,0.283,3,0,0.723,0.0483,172.029,0.0697,0.0306,-13.229,angry
648,Monster,spotify:track:3QTQ8cjos16jtCwB1ozPcf,3QTQ8cjos16jtCwB1ozPcf,Disturbed,146,0.38,0.949,1,1,2.77e-05,0.00717,179.965,0.434,0.0891,-4.22,angry
649,Immortalized,spotify:track:7FChJg2hPG2uAZ3hmDg6xL,7FChJg2hPG2uAZ3hmDg6xL,Disturbed,146,0.373,0.991,7,1,0.000157,1.29e-06,197.973,0.316,0.214,-2.101,angry
650,Wash It All Away,spotify:track:5nRBTzF9dLIlNqnl0xWo9g,5nRBTzF9dLIlNqnl0xWo9g,Five Finger Death Punch,165,0.485,0.987,4,1,2.08e-05,0.0,123.576,0.272,0.0738,-3.1,angry
651,You're Not My Kind,spotify:track:1BiZpYGIWkZTSq6AOPST1q,1BiZpYGIWkZTSq6AOPST1q,Five Finger Death Punch,165,0.544,0.992,1,0,5.94e-05,0.0,90.979,0.512,0.0839,-3.986,angry
652,My Nemesis,spotify:track:5f2uoq4GfpeViLcsP3FtES,5f2uoq4GfpeViLcsP3FtES,Five Finger Death Punch,165,0.437,0.97,1,0,2.87e-05,0.0,74.995,0.509,0.0771,-2.333,angry
653,I Apologize,spotify:track:6rLrVRpM8XY6UZAIl15JWV,6rLrVRpM8XY6UZAIl15JWV,Five Finger Death Punch,165,0.505,0.929,9,0,0.00068,0.0,77.991,0.419,0.0529,-4.69,angry
654,Bad Company,spotify:track:7MoA7Nfk8C52FX8f9pAzPp,7MoA7Nfk8C52FX8f9pAzPp,Five Finger Death Punch,165,0.557,0.886,11,0,0.000595,9.84e-05,114.025,0.17,0.0498,-4.196,angry
655,Never Again,spotify:track:5XQGmfyiomQa6GYrKZ3cNF,5XQGmfyiomQa6GYrKZ3cNF,Disturbed,146,0.479,0.985,1,1,0.000331,0.00962,92.014,0.675,0.0725,-2.6,angry
656,Hell,spotify:track:1RIn8LBQzinLEraFtUcpZP,1RIn8LBQzinLEraFtUcpZP,Disturbed,146,0.503,0.919,8,1,0.000159,0.00066,100.845,0.0855,0.0728,-5.292,angry
657,Question Everything,spotify:track:1QxuQkTN8rHcS8Y50tLuAP,1QxuQkTN8rHcS8Y50tLuAP,Five Finger Death Punch,165,0.522,0.979,7,1,3.06e-05,0.000206,130.018,0.26,0.0549,-4.38,angry
658,My Own Hell,spotify:track:1OwXPnEDI1XoTp5jy7txrX,1OwXPnEDI1XoTp5jy7txrX,Five Finger Death Punch,165,0.467,0.901,4,0,5.44e-06,9.86e-05,170.007,0.328,0.0584,-4.175,angry
659,Here To Die,spotify:track:0KetvzUtg2UYzaIv4q4cQ1,0KetvzUtg2UYzaIv4q4cQ1,Five Finger Death Punch,165,0.435,0.993,1,0,2.28e-05,0.0,179.99,0.226,0.234,-3.158,angry
660,Cradle to the Grave,spotify:track:4bpI7WOnEjXDAnZtyvaX5A,4bpI7WOnEjXDAnZtyvaX5A,Five Finger Death Punch,165,0.516,0.989,4,0,5.96e-05,0.0,95.013,0.134,0.144,-3.776,angry
661,Wrong Side of Heaven,spotify:track:11Ojp7JniVvwd0gmgvyKkd,11Ojp7JniVvwd0gmgvyKkd,Five Finger Death Punch,165,0.481,0.932,4,0,0.00721,0.0,149.992,0.543,0.083,-4.592,angry
662,Anywhere But Here,spotify:track:2jPHd4fHNhm2QnJPqK130V,2jPHd4fHNhm2QnJPqK130V,Five Finger Death Punch,165,0.513,0.987,2,1,5.41e-05,0.0,138.034,0.29,0.0739,-4.031,angry
663,Diggin' My Own Grave,spotify:track:3duzgFvtV4bYIpTLsPE1MW,3duzgFvtV4bYIpTLsPE1MW,Five Finger Death Punch,165,0.479,0.94,11,0,0.00536,0.0,155.966,0.315,0.0663,-5.746,angry
664,No Way Out,spotify:track:5ckVVoBR9QzZQgnaMhCsxB,5ckVVoBR9QzZQgnaMhCsxB,Dope,291,0.473,0.989,5,0,3.07e-05,0.177,119.986,0.517,0.0659,-3.809,angry
665,You're a Fucking Bastard,spotify:track:7oq4NBv8agzPse2f8OgYp1,7oq4NBv8agzPse2f8OgYp1,The Exploited,297,0.542,0.99,1,1,8.76e-05,0.791,116.992,0.0822,0.214,-5.253,angry
667,The Kids Are Back,spotify:track:7xzmJPFQAn0O1ZYYtbGRlz,7xzmJPFQAn0O1ZYYtbGRlz,Twisted Sister,298,0.557,0.843,0,1,0.00366,1.83e-06,138.339,0.547,0.131,-4.338,angry
668,Metalheads Unite,spotify:track:2gXnd2nxzWJA18iwaKjSS9,2gXnd2nxzWJA18iwaKjSS9,Bloodbound,299,0.538,0.729,2,1,0.000853,1.5e-05,90.038,0.333,0.0261,-6.052,angry
669,Don't Fuck With Me,spotify:track:5rdhb750B8ZopEdW22vrPK,5rdhb750B8ZopEdW22vrPK,Love/Hate,300,0.496,0.646,8,1,0.00449,1.16e-05,87.934,0.348,0.0272,-9.84,angry
670,Numb,spotify:track:2nLtzopw4rPReszdYBJU6h,2nLtzopw4rPReszdYBJU6h,Linkin Park,281,0.496,0.863,9,1,0.0046,0.0,110.018,0.243,0.0381,-4.153,angry
673,Tears Don't Fall,spotify:track:3iWlbqAaoIR7H7gyO3a6rV,3iWlbqAaoIR7H7gyO3a6rV,Bullet For My Valentine,301,0.212,0.924,7,0,0.000729,2.23e-06,162.128,0.244,0.135,-3.349,angry
674,Ain't My Fault,spotify:track:0ADG9OgdVTL7fgREP75BrZ,0ADG9OgdVTL7fgREP75BrZ,Zara Larsson,94,0.576,0.782,6,0,0.00778,0.0,141.153,0.355,0.0296,-4.825,angry
675,Bad Blood,spotify:track:6xsEAm6w9oMQYYg3jkEkMT,6xsEAm6w9oMQYYg3jkEkMT,Taylor Swift,191,0.654,0.655,11,0,0.0294,0.0,170.16,0.221,0.106,-7.388,angry
676,Broken Glass,spotify:track:5fiXA27viyX9WkPSHNr4HZ,5fiXA27viyX9WkPSHNr4HZ,Rachel Platten,302,0.68,0.752,1,0,0.156,0.0,92.008,0.341,0.0801,-3.513,angry
677,Burn,spotify:track:0xMd5bcWTbyXS7wPrBtZA6,0xMd5bcWTbyXS7wPrBtZA6,Ellie Goulding,21,0.559,0.777,1,1,0.31,0.0,87.016,0.329,0.0432,-5.031,angry
678,Control,spotify:track:3SKzTIl9mW0DadTys9SFo3,3SKzTIl9mW0DadTys9SFo3,Halsey,9,0.549,0.675,4,0,0.399,0.0,119.898,0.206,0.0332,-5.637,angry
679,Demons,spotify:track:3LlAyCYU26dvFZBDUIMb7a,3LlAyCYU26dvFZBDUIMb7a,Imagine Dragons,113,0.505,0.71,3,1,0.19,0.00025,89.938,0.428,0.0321,-3.015,angry
680,do re mi,spotify:track:6CUBgX8bXC5YQCkdgRHqyg,6CUBgX8bXC5YQCkdgRHqyg,blackbear,2,0.745,0.595,8,1,0.00483,1.13e-05,110.966,0.169,0.0486,-6.35,angry
681,Drowning (feat. Kodak Black),spotify:track:6Q2FftbUG530lCtBI74bMH,6Q2FftbUG530lCtBI74bMH,A Boogie Wit da Hoodie,303,0.839,0.81,5,0,0.501,0.0,129.014,0.814,0.0568,-5.274,angry
682,Fearless,spotify:track:6Eu31gddWw0gOGO506pJYA,6Eu31gddWw0gOGO506pJYA,Taylor Swift,191,0.594,0.712,5,1,0.04,0.0,99.972,0.476,0.0273,-4.418,angry
684,Glorious (feat. Skylar Grey),spotify:track:0CokSRCu5hZgPxcZBaEzVE,0CokSRCu5hZgPxcZBaEzVE,Macklemore,304,0.731,0.794,0,0,0.0323,2.59e-05,139.994,0.356,0.0522,-5.126,angry
685,I Knew You Were Trouble,spotify:track:6RjKVXi31fui9m4dbiGRrL,6RjKVXi31fui9m4dbiGRrL,Taylor Swift,191,0.499,0.467,6,1,0.00593,1.65e-06,76.76,0.637,0.0461,-6.744,angry
686,Heartbeat Song,spotify:track:7FC9Lng8iXU081lbigu8m8,7FC9Lng8iXU081lbigu8m8,Kelly Clarkson,305,0.49,0.798,6,1,0.0137,0.0,149.109,0.479,0.0489,-3.66,angry
687,Love The Way You Lie,spotify:track:15JINEqzVMv3SvJTAXAKED,15JINEqzVMv3SvJTAXAKED,Eminem,23,0.749,0.925,10,1,0.241,0.0,86.989,0.641,0.227,-5.034,angry
688,Pacify Her,spotify:track:360Wr96ywrCQq4kTAJ8Pq6,360Wr96ywrCQq4kTAJ8Pq6,Melanie Martinez,306,0.576,0.593,9,0,0.0467,0.000767,157.993,0.373,0.0306,-6.024,angry
689,Praying,spotify:track:79NlESqzFSW0hdBWgls4FX,79NlESqzFSW0hdBWgls4FX,Kesha,197,0.565,0.381,10,1,0.48,0.0,73.483,0.325,0.0302,-7.204,angry
690,Really Don't Care,spotify:track:5vTPxzm4h2bY9rYyVrGEU5,5vTPxzm4h2bY9rYyVrGEU5,Demi Lovato,90,0.706,0.728,7,1,0.123,0.0,121.017,0.851,0.0852,-3.602,angry
691,Problem,spotify:track:7vS3Y0IKjde7Xg85LWIEdP,7vS3Y0IKjde7Xg85LWIEdP,Ariana Grande,7,0.66,0.805,1,0,0.0192,8.83e-06,103.008,0.625,0.153,-5.352,angry
692,Shout Out to My Ex,spotify:track:6wZ8kvKP9d1MKlNFTMZrBK,6wZ8kvKP9d1MKlNFTMZrBK,Little Mix,176,0.774,0.739,0,1,0.0316,5.95e-06,126.002,0.823,0.0952,-4.022,angry
693,Smoke and Fire,spotify:track:67zT3NI4tTOj8GreXetF6s,67zT3NI4tTOj8GreXetF6s,Sabrina Carpenter,307,0.459,0.869,11,0,0.00567,1.72e-06,169.934,0.53,0.0874,-4.125,angry
694,Sorry Not Sorry,spotify:track:3Du2K5dLzmduCNp6uwuaL0,3Du2K5dLzmduCNp6uwuaL0,Demi Lovato,90,0.702,0.635,11,0,0.0223,0.0,144.004,0.873,0.265,-6.917,angry
696,Titanium (feat. Sia),spotify:track:77TT8Xvx637TpzV8kKGkUw,77TT8Xvx637TpzV8kKGkUw,David Guetta,200,0.604,0.788,0,0,0.0678,0.153,126.06,0.301,0.103,-3.673,angry
697,Want U Back,spotify:track:6E11E0lT5Zy7yb6iT3y8DN,6E11E0lT5Zy7yb6iT3y8DN,Cher Lloyd,308,0.694,0.891,9,1,0.0562,0.0,97.939,0.563,0.0949,-2.94,angry
698,Weak,spotify:track:45iMRHmfLZu3yjdZ8P5e3t,45iMRHmfLZu3yjdZ8P5e3t,AJR,309,0.672,0.642,5,1,0.127,0.0,123.984,0.656,0.0461,-4.552,angry
699,Where I'll Be Waiting (feat. Cozi Zuehlsdorff),spotify:track:4eYTA2riRj3oDF9LpdoWLN,4eYTA2riRj3oDF9LpdoWLN,Rich Edwards,310,0.51,0.806,11,0,0.396,0.0,127.915,0.219,0.0583,-3.042,angry
700,Wolves,spotify:track:0tBbt8CrmxbjRP0pueQkyU,0tBbt8CrmxbjRP0pueQkyU,Selena Gomez,189,0.724,0.804,11,0,0.124,0.0,124.987,0.306,0.0448,-4.614,angry
701,Wrecking Ball,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,2vwlzO0Qp8kfEtzTsCXfyE,Miley Cyrus,108,0.53,0.422,5,1,0.407,0.0,119.964,0.349,0.0342,-6.262,angry
702,1-800-273-8255,spotify:track:5tz69p7tJuGPeMGwNTxYuV,5tz69p7tJuGPeMGwNTxYuV,Logic,51,0.62,0.574,5,0,0.569,0.0,100.023,0.357,0.0479,-7.788,angry
703,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",spotify:track:6u5M4jPpYkoRV4vVHDQvkd,6u5M4jPpYkoRV4vVHDQvkd,DJ Khaled,122,0.549,0.791,10,1,0.0104,0.0,150.093,0.292,0.133,-3.535,angry
705,Mad Hatter,spotify:track:5gWtkdgdyt5bZt9i6n3Kqd,5gWtkdgdyt5bZt9i6n3Kqd,Melanie Martinez,306,0.568,0.692,8,1,0.0161,0.0,92.023,0.577,0.0589,-4.513,angry
706,Cake,spotify:track:5H3TCfiw0CQTX1XU7A9TXM,5H3TCfiw0CQTX1XU7A9TXM,Melanie Martinez,306,0.518,0.655,8,1,0.381,0.0,156.992,0.29,0.0826,-6.255,angry
707,Look What You Made Me Do,spotify:track:1P17dC1amhFzptugyAO7Il,1P17dC1amhFzptugyAO7Il,Taylor Swift,191,0.766,0.709,9,0,0.204,1.41e-05,128.07,0.506,0.123,-6.471,angry
708,This Is Why We Can't Have Nice Things,spotify:track:07NxDD1iKCHbAldceD7QLP,07NxDD1iKCHbAldceD7QLP,Taylor Swift,191,0.567,0.789,5,1,0.0156,0.0,163.96,0.438,0.115,-5.986,angry
709,Call It What You Want,spotify:track:1GwMQaZz6Au3QLDbjbMdme,1GwMQaZz6Au3QLDbjbMdme,Taylor Swift,191,0.598,0.504,9,1,0.186,0.000221,163.954,0.252,0.0731,-9.874,angry
710,Before He Cheats,spotify:track:0ZUo4YjG4saFnEJhdWp9Bt,0ZUo4YjG4saFnEJhdWp9Bt,Carrie Underwood,311,0.519,0.749,6,0,0.271,0.0,147.905,0.29,0.0405,-3.318,angry
711,Undo It,spotify:track:1Fo2N5iXRi37maMboaig7O,1Fo2N5iXRi37maMboaig7O,Carrie Underwood,311,0.476,0.84,2,1,0.11,0.0,156.254,0.648,0.058,-2.259,angry
712,Training Wheels,spotify:track:3EGW6TGGbdk6Ys1Y3HU3lj,3EGW6TGGbdk6Ys1Y3HU3lj,Melanie Martinez,306,0.571,0.481,9,1,0.697,0.0,113.753,0.0807,0.0444,-7.179,angry
713,Milk and Cookies,spotify:track:5G9qKplB5e4lIpSncwKWVE,5G9qKplB5e4lIpSncwKWVE,Melanie Martinez,306,0.568,0.613,0,1,0.104,6.23e-06,89.951,0.426,0.0254,-5.069,angry
714,Teddy Bear,spotify:track:10Lu5P0waAD6jc9u9HycU0,10Lu5P0waAD6jc9u9HycU0,Melanie Martinez,306,0.646,0.656,11,0,0.242,0.0,126.767,0.66,0.152,-5.505,angry
715,Bad At Love,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,7y9iMe8SOB6z3NoHE2OfXl,Halsey,9,0.675,0.751,0,1,0.0604,0.0,118.384,0.612,0.0296,-3.539,angry
716,Wanted Dead Or Alive,spotify:track:2fY6tqgrlrg1ky9fgs0t5u,2fY6tqgrlrg1ky9fgs0t5u,Bon Jovi,312,0.257,0.803,7,1,0.137,0.0156,150.818,0.294,0.0411,-3.886,angry
717,I Did Something Bad,spotify:track:4svZDCRz4cJoneBpjpx8DJ,4svZDCRz4cJoneBpjpx8DJ,Taylor Swift,191,0.696,0.602,0,0,0.0679,2.11e-05,82.989,0.305,0.159,-6.156,angry
718,Alarm,spotify:track:0OwX5aROoW1Iip8FV51Efg,0OwX5aROoW1Iip8FV51Efg,Anne-Marie,313,0.756,0.589,0,1,0.0812,0.0,146.928,0.811,0.232,-5.093,angry
